文件,行号,组件,静态标签,处理函数及属性
client/src/admin/CustomersPage.tsx,216,input,,"{""aria-label"": ""\""注册起始\"""", ""type"": ""\""date\"""", ""value"": ""{createdFrom}"", ""onChange"": ""{(event) => setCreatedFrom(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,225,input,,"{""aria-label"": ""\""注册截止\"""", ""type"": ""\""date\"""", ""value"": ""{createdTo}"", ""onChange"": ""{(event) => setCreatedTo(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,234,input,,"{""aria-label"": ""\""最低余额\"""", ""min"": ""\""0\"""", ""type"": ""\""number\"""", ""value"": ""{balanceMin}"", ""onChange"": ""{(event) => setBalanceMin(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,244,input,,"{""aria-label"": ""\""最高余额\"""", ""min"": ""\""0\"""", ""type"": ""\""number\"""", ""value"": ""{balanceMax}"", ""onChange"": ""{(event) => setBalanceMax(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,254,select,,"{""aria-label"": ""\""客户状态\"""", ""value"": ""{statusFilter}"", ""onChange"": ""{(event) => setStatusFilter(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,265,button,筛选,"{""className"": ""\""admin-toolbar__secondary\"""", ""type"": ""\""submit\""""}"
client/src/admin/CustomersPage.tsx,268,button,导出列表 CSV,"{""type"": ""\""button\"""", ""onClick"": ""{exportList}""}"
client/src/admin/CustomersPage.tsx,372,button,展开详情,"{""aria-controls"": ""{`customer-detail-${customer.user_id}`}"", ""aria-expanded"": ""\""false\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => setExpandedUserId(customer.user_id)}""}"
client/src/admin/CustomersPage.tsx,592,button,← 返回客户列表,"{""className"": ""\""customer-detail-back btn-secondary\"""", ""type"": ""\""button\"""", ""onClick"": ""{onBack}""}"
client/src/admin/CustomersPage.tsx,619,button,后台加款,"{""type"": ""\""button\"""", ""onClick"": ""{() =>\n                document\n                  .getElementById(\""customer-free-grant\"")\n                  ?.scrollIntoView({ behavior: \""smooth\"", block: \""start\"" })\n              }""}"
client/src/admin/CustomersPage.tsx,630,button,调账历史,"{""className"": ""\""btn-secondary\"""", ""type"": ""\""button\"""", ""onClick"": ""{onOpenAdjustments}""}"
client/src/admin/CustomersPage.tsx,638,button,查看设备,"{""className"": ""\""btn-secondary\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => onOpenDevices(customer.user_id)}""}"
client/src/admin/CustomersPage.tsx,647,button,查看会话,"{""className"": ""\""btn-secondary\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => onOpenSessions(customer.user_id)}""}"
client/src/admin/CustomersPage.tsx,838,input,,"{""inputMode"": ""\""decimal\"""", ""min"": ""\""0.01\"""", ""step"": ""\""0.01\"""", ""type"": ""\""number\"""", ""value"": ""{priceYuan}"", ""onChange"": ""{(event) => setPriceYuan(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,848,button,,"{""disabled"": ""{saving}"", ""type"": ""\""submit\""""}"
client/src/admin/CustomersPage.tsx,851,button,恢复全局默认,"{""className"": ""\""btn-secondary\"""", ""disabled"": ""{saving || pricing.custom_unit_price_fen === null}"", ""type"": ""\""button\"""", ""onClick"": ""{requestReset}""}"
client/src/admin/CustomersPage.tsx,994,input,,"{""min"": ""{1}"", ""placeholder"": ""\""例如：10\"""", ""step"": ""{1}"", ""type"": ""\""number\"""", ""value"": ""{credits}"", ""onChange"": ""{(event) => setCredits(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,1005,input,,"{""placeholder"": ""\""必填，例如：PROMO-2026-09-001\"""", ""value"": ""{sourceRef}"", ""onChange"": ""{(event) => setSourceRef(event.target.value)}""}"
client/src/admin/CustomersPage.tsx,1011,button,发放免费秒数,"{""type"": ""\""submit\""""}"
client/src/admin/DevicesPage.tsx,173,select,,"{""aria-label"": ""\""设备状态\"""", ""value"": ""{statusFilter}"", ""onChange"": ""{(event) => setStatusFilter(event.target.value)}""}"
client/src/admin/DevicesPage.tsx,186,select,,"{""aria-label"": ""\""设备平台\"""", ""value"": ""{platformFilter}"", ""onChange"": ""{(event) => setPlatformFilter(event.target.value)}""}"
client/src/admin/DevicesPage.tsx,197,button,查询,"{""type"": ""\""submit\""""}"
client/src/admin/DevicesPage.tsx,267,button,下线设备,"{""aria-label"": ""{`下线设备：${device.display_name || device.device_id}`}"", ""type"": ""\""button\"""", ""onClick"": ""{() => beginAction(device, \""unbind\"")}""}"
client/src/admin/DevicesPage.tsx,274,button,强制退出,"{""aria-label"": ""{`强制退出：${device.display_name || device.device_id}`}"", ""className"": ""\""admin-action--danger\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => beginAction(device, \""revoke\"")}""}"
client/src/admin/FundsPage.tsx,20,TabBar,,"{""active"": ""{tab}"", ""ariaLabel"": ""\""资金流水页签\"""", ""items"": ""{tabs}"", ""onChange"": ""{setTab}""}"
client/src/admin/GenerationRecordsPage.tsx,87,TabBar,,"{""active"": ""\""records\"""", ""ariaLabel"": ""\""生成记录页签\"""", ""items"": ""{[{ id: \""records\"", label: \""生成记录\"" }]}"", ""onChange"": ""{() => {}}""}"
client/src/admin/GenerationRecordsPage.tsx,94,button,,"{""type"": ""\""button\"""", ""onClick"": ""{() => void loadRecords()}""}"
client/src/admin/GenerationRecordsPage.tsx,114,input,,"{""aria-label"": ""\""生成账号\"""", ""value"": ""{username}"", ""onChange"": ""{(event) => setUsername(event.target.value)}""}"
client/src/admin/GenerationRecordsPage.tsx,122,select,,"{""aria-label"": ""\""生成类型\"""", ""value"": ""{recordType}"", ""onChange"": ""{(event) => setRecordType(event.target.value)}""}"
client/src/admin/GenerationRecordsPage.tsx,138,select,,"{""aria-label"": ""\""生成状态\"""", ""value"": ""{status}"", ""onChange"": ""{(event) => setStatus(event.target.value)}""}"
client/src/admin/GenerationRecordsPage.tsx,153,input,,"{""aria-label"": ""\""生成起始时间\"""", ""type"": ""\""date\"""", ""value"": ""{createdFrom}"", ""onChange"": ""{(event) => setCreatedFrom(event.target.value)}""}"
client/src/admin/GenerationRecordsPage.tsx,162,input,,"{""aria-label"": ""\""生成截止时间\"""", ""type"": ""\""date\"""", ""value"": ""{createdTo}"", ""onChange"": ""{(event) => setCreatedTo(event.target.value)}""}"
client/src/admin/GenerationRecordsPage.tsx,169,button,查询,"{""type"": ""\""submit\""""}"
client/src/admin/OrdersPage.tsx,167,button,,"{""aria-pressed"": ""{autoRefresh}"", ""type"": ""\""button\"""", ""onClick"": ""{toggleAutoRefresh}""}"
client/src/admin/OrdersPage.tsx,174,button,导出充值订单 CSV,"{""type"": ""\""button\"""", ""onClick"": ""{() => void exportRechargeOrders()}""}"
client/src/admin/OrdersPage.tsx,177,button,导出账务流水 CSV,"{""type"": ""\""button\"""", ""onClick"": ""{() => void exportWalletTransactions()}""}"
client/src/admin/OrdersPage.tsx,211,select,,"{""value"": ""{statusDraft}"", ""onChange"": ""{(event) => setStatusDraft(event.target.value)}""}"
client/src/admin/OrdersPage.tsx,224,input,,"{""aria-label"": ""\""订单账号\"""", ""value"": ""{usernameFilter}"", ""onChange"": ""{(event) => setUsernameFilter(event.target.value)}""}"
client/src/admin/OrdersPage.tsx,232,select,,"{""aria-label"": ""\""支付渠道\"""", ""value"": ""{channelFilter}"", ""onChange"": ""{(event) => setChannelFilter(event.target.value)}""}"
client/src/admin/OrdersPage.tsx,244,input,,"{""aria-label"": ""\""订单起始时间\"""", ""type"": ""\""date\"""", ""value"": ""{createdFrom}"", ""onChange"": ""{(event) => setCreatedFrom(event.target.value)}""}"
client/src/admin/OrdersPage.tsx,253,input,,"{""aria-label"": ""\""订单截止时间\"""", ""type"": ""\""date\"""", ""value"": ""{createdTo}"", ""onChange"": ""{(event) => setCreatedTo(event.target.value)}""}"
client/src/admin/OrdersPage.tsx,260,button,筛选,"{""disabled"": ""{loading}"", ""type"": ""\""submit\""""}"
client/src/admin/OrdersPage.tsx,304,button,查单同步,"{""type"": ""\""button\"""", ""onClick"": ""{() => setPendingSyncOrderNo(order.order_no)}""}"
client/src/admin/OverviewPage.tsx,60,button,去处理,"{""type"": ""\""button\"""", ""onClick"": ""{onOpen}""}"
client/src/admin/OverviewPage.tsx,344,button,快速发码,"{""type"": ""\""button\"""", ""onClick"": ""{() => onNavigate?.(\""issueCodes\"")}""}"
client/src/admin/OverviewPage.tsx,347,button,后台加款,"{""type"": ""\""button\"""", ""onClick"": ""{() => onNavigate?.(\""customerAdjustments\"")}""}"
client/src/admin/OverviewPage.tsx,353,button,发放免费秒数,"{""type"": ""\""button\"""", ""onClick"": ""{() => onNavigate?.(\""customerAdjustments\"")}""}"
client/src/admin/OverviewPage.tsx,359,button,成本核对,"{""type"": ""\""button\"""", ""onClick"": ""{() => onNavigate?.(\""costDetails\"")}""}"
client/src/admin/PaymentSettingsSection.tsx,125,input,,"{""disabled"": ""{readOnly}"", ""value"": ""{zpayPid}"", ""onChange"": ""{(event) => setZpayPid(event.target.value)}""}"
client/src/admin/PaymentSettingsSection.tsx,139,input,,"{""autoComplete"": ""\""new-password\"""", ""disabled"": ""{readOnly}"", ""placeholder"": ""\""留空则保留当前密钥\"""", ""type"": ""\""password\"""", ""value"": ""{zpayKey}"", ""onChange"": ""{(event) => setZpayKey(event.target.value)}""}"
client/src/admin/PaymentSettingsSection.tsx,151,input,,"{""checked"": ""{channels.includes(\""alipay\"")}"", ""disabled"": ""{readOnly}"", ""type"": ""\""checkbox\"""", ""onChange"": ""{() => toggleChannel(\""alipay\"")}""}"
client/src/admin/PaymentSettingsSection.tsx,160,input,,"{""checked"": ""{channels.includes(\""wxpay\"")}"", ""disabled"": ""{readOnly}"", ""type"": ""\""checkbox\"""", ""onChange"": ""{() => toggleChannel(\""wxpay\"")}""}"
client/src/admin/PaymentSettingsSection.tsx,170,button,保存 ZPay 设置,"{""disabled"": ""{readOnly || saving}"", ""type"": ""\""submit\""""}"
client/src/admin/PaymentSettingsSection.tsx,184,input,,"{""disabled"": ""{readOnly}"", ""inputMode"": ""\""numeric\"""", ""type"": ""\""number\"""", ""value"": ""{billing?.internal_base_unit_price_fen ?? 0}"", ""onChange"": ""{(event) =>\n              updateBilling(\""internal_base_unit_price_fen\"", event.target.value)\n            }""}"
client/src/admin/PaymentSettingsSection.tsx,196,input,,"{""disabled"": ""{readOnly}"", ""inputMode"": ""\""numeric\"""", ""type"": ""\""number\"""", ""value"": ""{billing?.min_recharge_fen ?? 0}"", ""onChange"": ""{(event) =>\n              updateBilling(\""min_recharge_fen\"", event.target.value)\n            }""}"
client/src/admin/PaymentSettingsSection.tsx,208,input,,"{""disabled"": ""{readOnly}"", ""inputMode"": ""\""numeric\"""", ""type"": ""\""number\"""", ""value"": ""{billing?.recharge_step_fen ?? 0}"", ""onChange"": ""{(event) =>\n              updateBilling(\""recharge_step_fen\"", event.target.value)\n            }""}"
client/src/admin/PaymentSettingsSection.tsx,218,button,保存内部价格,"{""disabled"": ""{readOnly || saving}"", ""type"": ""\""submit\""""}"
client/src/admin/ProfitOverview.tsx,222,input,,"{""disabled"": ""{readOnly}"", ""type"": ""\""date\"""", ""value"": ""{form.priceDate}"", ""onChange"": ""{(event) =>\n                setForm({ ...form, priceDate: event.target.value })\n              }""}"
client/src/admin/ProfitOverview.tsx,233,input,,"{""disabled"": ""{readOnly}"", ""autoComplete"": ""\""off\"""", ""min"": ""{0}"", ""step"": ""\""0.01\"""", ""type"": ""\""number\"""", ""value"": ""{form.price768pYuan}"", ""onChange"": ""{(event) =>\n                setForm({ ...form, price768pYuan: event.target.value })\n              }""}"
client/src/admin/ProfitOverview.tsx,247,input,,"{""disabled"": ""{readOnly}"", ""autoComplete"": ""\""off\"""", ""min"": ""{0}"", ""step"": ""\""0.01\"""", ""type"": ""\""number\"""", ""value"": ""{form.price2kYuan}"", ""onChange"": ""{(event) =>\n                setForm({ ...form, price2kYuan: event.target.value })\n              }""}"
client/src/admin/ProfitOverview.tsx,261,input,,"{""disabled"": ""{readOnly}"", ""autoComplete"": ""\""off\"""", ""type"": ""\""text\"""", ""value"": ""{form.note}"", ""onChange"": ""{(event) =>\n                setForm({ ...form, note: event.target.value })\n              }""}"
client/src/admin/ProfitOverview.tsx,273,input,,"{""disabled"": ""{readOnly}"", ""autoComplete"": ""\""off\"""", ""type"": ""\""text\"""", ""value"": ""{form.reason}"", ""onChange"": ""{(event) =>\n                setForm({ ...form, reason: event.target.value })\n              }""}"
client/src/admin/ProfitOverview.tsx,284,button,保存售价,"{""disabled"": ""{saving}"", ""type"": ""\""button\"""", ""onClick"": ""{requestPriceSave}""}"
client/src/admin/ProfitOverview.tsx,305,a,导出 CSV,"{""className"": ""\""admin-button-link\"""", ""href"": ""\""/api/control/profit/overview.csv?lookback_days=30\"""", ""download"": ""true""}"
client/src/admin/ProfitOverview.tsx,374,button,查看明细,"{""type"": ""\""button\"""", ""className"": ""\""table-link-button\"""", ""onClick"": ""{() => setSelectedDay(row)}""}"
client/src/admin/ProfitOverview.tsx,396,input,,"{""type"": ""\""radio\"""", ""checked"": ""true"", ""readOnly"": ""true""}"
client/src/admin/ProfitOverview.tsx,401,input,,"{""type"": ""\""radio\"""", ""disabled"": ""true""}"
client/src/admin/ProfitOverview.tsx,478,button,关闭,"{""type"": ""\""button\"""", ""onClick"": ""{() => setSelectedDay(null)}""}"
client/src/admin/QueueModeSection.tsx,89,button,,"{""disabled"": ""{loading || enabled === null || saving}"", ""type"": ""\""button\"""", ""onClick"": ""{() => setConfirmOpen(true)}""}"
client/src/admin/RatesManager.tsx,184,input,,"{""aria-label"": ""{`新单价（元）：${rateLabel(rate.subject)}`}"", ""type"": ""\""number\"""", ""min"": ""{0}"", ""step"": ""\""0.01\"""", ""value"": ""{editing.valueYuan}"", ""onChange"": ""{(event) =>\n                          setEditing({\n                            ...editing,\n                            valueYuan: event.target.value,\n                          })\n                        }""}"
client/src/admin/RatesManager.tsx,200,input,,"{""aria-label"": ""{`操作原因：${rateLabel(rate.subject)}`}"", ""type"": ""\""text\"""", ""value"": ""{editing.reason}"", ""onChange"": ""{(event) =>\n                          setEditing({ ...editing, reason: event.target.value })\n                        }""}"
client/src/admin/RatesManager.tsx,214,input,,"{""aria-label"": ""{`确认知晓大幅调价：${rateLabel(rate.subject)}`}"", ""checked"": ""{editing.ack}"", ""type"": ""\""checkbox\"""", ""onChange"": ""{(event) =>\n                            setEditing({\n                              ...editing,\n                              ack: event.target.checked,\n                            })\n                          }""}"
client/src/admin/RatesManager.tsx,230,button,保存,"{""disabled"": ""{saving}"", ""type"": ""\""button\"""", ""onClick"": ""{() => void save()}""}"
client/src/admin/RatesManager.tsx,237,button,取消,"{""disabled"": ""{saving}"", ""type"": ""\""button\"""", ""onClick"": ""{cancelEdit}""}"
client/src/admin/RatesManager.tsx,259,button,调整,"{""type"": ""\""button\"""", ""onClick"": ""{() => startEdit(rate)}""}"
client/src/admin/SessionsPage.tsx,252,input,,"{""placeholder"": ""\""输入客户 ID\"""", ""value"": ""{queryUserId}"", ""onChange"": ""{(event) => setQueryUserId(event.target.value)}""}"
client/src/admin/SessionsPage.tsx,258,button,查看客户,"{""disabled"": ""{loading}"", ""type"": ""\""submit\""""}"
client/src/admin/SessionsPage.tsx,261,button,全部在线,"{""disabled"": ""{loading}"", ""type"": ""\""button\"""", ""onClick"": ""{showAllLive}""}"
client/src/admin/SessionsPage.tsx,309,button,选择客户,"{""type"": ""\""button\"""", ""onClick"": ""{() => selectCustomer(item)}""}"
client/src/admin/SessionsPage.tsx,314,button,强制下线,"{""aria-label"": ""{`强制下线 ${item.username}`}"", ""className"": ""\""admin-sessions__revoke\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => beginRevoke(item)}""}"
client/src/admin/SessionsPage.tsx,342,button,,"{""aria-expanded"": ""{adjustOpen}"", ""className"": ""\""admin-sessions__adjust-toggle\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => setAdjustOpen((open) => !open)}""}"
client/src/admin/SessionsPage.tsx,355,input,,"{""min"": ""{1}"", ""step"": ""{1}"", ""type"": ""\""number\"""", ""value"": ""{credits}"", ""onChange"": ""{(event) => setCredits(event.target.value)}""}"
client/src/admin/SessionsPage.tsx,365,select,,"{""value"": ""{sourceType}"", ""onChange"": ""{(event) => setSourceType(event.target.value)}""}"
client/src/admin/SessionsPage.tsx,378,input,,"{""value"": ""{sourceRef}"", ""onChange"": ""{(event) => setSourceRef(event.target.value)}""}"
client/src/admin/SessionsPage.tsx,383,button,执行后台加秒,"{""type"": ""\""submit\""""}"
client/src/admin/SystemSettingsPage.tsx,28,TabBar,,"{""active"": ""{tab}"", ""ariaLabel"": ""\""系统设置页签\"""", ""items"": ""{tabs}"", ""onChange"": ""{setTab}""}"
client/src/admin/ui/ConfirmDialog.tsx,123,input,,"{""placeholder"": ""\""请填写可审计的操作原因\"""", ""ref"": ""{reasonInputRef}"", ""value"": ""{reason}"", ""onChange"": ""{(event) => setReason(event.target.value)}""}"
client/src/admin/ui/ConfirmDialog.tsx,133,input,,"{""checked"": ""{acknowledged}"", ""type"": ""\""checkbox\"""", ""onChange"": ""{(event) => setAcknowledged(event.target.checked)}""}"
client/src/admin/ui/ConfirmDialog.tsx,147,button,,"{""disabled"": ""{busy}"", ""ref"": ""{confirmButtonRef}"", ""type"": ""\""submit\""""}"
client/src/admin/ui/ConfirmDialog.tsx,150,button,取消,"{""disabled"": ""{busy}"", ""type"": ""\""button\"""", ""onClick"": ""{onClose}""}"
client/src/admin/ui/Pagination.tsx,33,button,上一页,"{""disabled"": ""{disabled || offset <= 0}"", ""type"": ""\""button\"""", ""onClick"": ""{() => onPageChange(Math.max(0, offset - limit))}""}"
client/src/admin/ui/Pagination.tsx,45,button,下一页,"{""disabled"": ""{disabled || !hasNext}"", ""type"": ""\""button\"""", ""onClick"": ""{() => onPageChange(offset + limit)}""}"
client/src/admin/ui/TabBar.tsx,31,button,,"{""aria-selected"": ""{active === item.id}"", ""className"": ""{\n              active === item.id ? \""admin-page-tab is-active\"" : \""admin-page-tab\""\n            }"", ""key"": ""{item.id}"", ""role"": ""\""tab\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => onChange(item.id)}""}"
client/src/customer/ActivationPage.tsx,68,input,,"{""value"": ""{activationCode}"", ""onChange"": ""{(event) => setActivationCode(event.target.value)}"", ""autoComplete"": ""\""off\"""", ""placeholder"": ""\""XS04-XXXXXXX-XXXXXXX-XXXXXXX-XXXXXXX\"""", ""disabled"": ""{isBusy}""}"
client/src/customer/ActivationPage.tsx,82,input,,"{""value"": ""{deviceName}"", ""onChange"": ""{(event) => setDeviceName(event.target.value)}"", ""autoComplete"": ""\""off\"""", ""placeholder"": ""\""例如：工作电脑\"""", ""disabled"": ""{isBusy}""}"
client/src/customer/ActivationPage.tsx,94,button,,"{""type"": ""\""submit\"""", ""disabled"": ""{isBusy}""}"
client/src/customer/ActivationPage.tsx,98,button,已有账号，添加或更换设备,"{""type"": ""\""button\"""", ""disabled"": ""{isBusy}"", ""onClick"": ""{onPairDevice}""}"
client/src/customer/CustomerPairingFlow.tsx,211,button,返回修改,"{""type"": ""\""button\"""", ""className"": ""\""btn-secondary\"""", ""onClick"": ""{() => {\n                // A re-submitted form starts a fresh pairing attempt with a\n                // fresh waiting-stage key.\n                setPollKey(\""\"");\n                setStage(\""form\"");\n              }}""}"
client/src/customer/CustomerPairingFlow.tsx,240,button,进入客户工作区,"{""type"": ""\""button\"""", ""className"": ""\""btn-primary\"""", ""onClick"": ""{onPaired}""}"
client/src/customer/CustomerProfilePanel.tsx,141,button,充值秒数,"{""onClick"": ""{() => onRecharge()}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerProfilePanel.tsx,154,button,,"{""aria-current"": ""{tab === value ? \""page\"" : undefined}"", ""className"": ""{tab === value ? \""is-active\"" : \""\""}"", ""key"": ""{value}"", ""onClick"": ""{() => {\n              setTab(value);\n              if (value === \""devices\"") {\n                void onRefreshDevices();\n              }\n            }}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerProfilePanel.tsx,190,input,,"{""maxLength"": ""{50}"", ""onChange"": ""{(event) => setDisplayName(event.target.value)}"", ""value"": ""{displayName}""}"
client/src/customer/CustomerProfilePanel.tsx,196,button,,"{""disabled"": ""{isSavingProfile}"", ""type"": ""\""submit\""""}"
client/src/customer/CustomerProfilePanel.tsx,247,button,复制授权编号,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{!profile?.activation_code_masked}"", ""onClick"": ""{() =>\n                  void copyText(\n                    profile?.activation_code_masked ?? \""\"",\n                    \""授权编号已复制。\"",\n                  )\n                }"", ""type"": ""\""button\""""}"
client/src/customer/CustomerProfilePanel.tsx,260,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{\n                  isResettingCode || profile?.activation_status !== \""ACTIVE\""\n                }"", ""onClick"": ""{() => void resetActivationCode()}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerProfilePanel.tsx,270,button,管理关联设备,"{""onClick"": ""{() => {\n                  setTab(\""devices\"");\n                  void onRefreshDevices();\n                }}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerProfilePanel.tsx,289,button,复制新激活码,"{""onClick"": ""{() =>\n                  void copyText(replacementCode, \""新激活码已复制。\"")\n                }"", ""type"": ""\""button\""""}"
client/src/customer/CustomerRechargeDialog.tsx,239,button,关闭,"{""aria-label"": ""\""关闭充值窗口\"""", ""className"": ""\""secondary-button\"""", ""onClick"": ""{onClose}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerRechargeDialog.tsx,253,button,完成,"{""onClick"": ""{onClose}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerRechargeDialog.tsx,278,button,无法扫码？打开支付页面,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() =>\n                  window.open(\n                    paymentCode.payment_url,\n                    \""_blank\"",\n                    \""noopener,noreferrer\"",\n                  )\n                }"", ""type"": ""\""button\""""}"
client/src/customer/CustomerRechargeDialog.tsx,302,button,,"{""disabled"": ""{!wallet || paymentState === \""creating\""}"", ""key"": ""{amount}"", ""onClick"": ""{() => void createPayment(amount)}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerRechargeDialog.tsx,320,input,,"{""inputMode"": ""\""numeric\"""", ""onChange"": ""{(event) => setAmountYuan(event.target.value)}"", ""type"": ""\""number\"""", ""value"": ""{amountYuan}""}"
client/src/customer/CustomerRechargeDialog.tsx,327,button,,"{""disabled"": ""{!wallet || paymentState === \""creating\""}"", ""type"": ""\""submit\""""}"
client/src/customer/CustomerRechargeDialog.tsx,337,button,重新获取上一订单二维码,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => void retryPaymentCode()}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerWalletPanel.tsx,337,button,,"{""aria-label"": ""{`充值${amount}元`}"", ""disabled"": ""{isCreating}"", ""key"": ""{amount}"", ""onClick"": ""{() => void startRecharge(amount)}"", ""type"": ""\""button\""""}"
client/src/customer/CustomerWalletPanel.tsx,359,input,,"{""inputMode"": ""\""numeric\"""", ""min"": ""{wallet.min_recharge_fen / 100}"", ""step"": ""{wallet.recharge_step_fen / 100}"", ""type"": ""\""number\"""", ""value"": ""{customAmount}"", ""onChange"": ""{(event) => setCustomAmount(event.target.value)}""}"
client/src/customer/CustomerWalletPanel.tsx,368,button,,"{""disabled"": ""{isCreating}"", ""type"": ""\""submit\""""}"
client/src/customer/CustomerWalletPanel.tsx,407,button,,"{""className"": ""\""table-action-button table-action-button--danger\"""", ""disabled"": ""{closingOrderNo === order.order_no}"", ""onClick"": ""{() => void closePendingOrder(order.order_no)}"", ""type"": ""\""button\""""}"
client/src/customer/DeviceManagementPage.tsx,77,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{!isOnline}"", ""onClick"": ""{() => onUnbind(device.id)}"", ""type"": ""\""button\""""}"
client/src/customer/DeviceManagementPage.tsx,89,a,绑定第二台设备,"{""href"": ""\""/customer/pairing\""""}"
client/src/customer/DeviceManagementPage.tsx,101,button,充值秒数,"{""onClick"": ""{onRecharge}"", ""type"": ""\""button\""""}"
client/src/customer/DevicePairingPage.tsx,87,input,,"{""type"": ""\""text\"""", ""id"": ""\""activation-code\"""", ""value"": ""{activationCode}"", ""onChange"": ""{(e) => setActivationCode(e.target.value)}"", ""placeholder"": ""\""XS04-XXXXXXX-XXXXXXX-XXXXXXX-XXXXXXX\"""", ""autoComplete"": ""\""off\"""", ""required"": ""true"", ""aria-required"": ""\""true\""""}"
client/src/customer/DevicePairingPage.tsx,103,input,,"{""type"": ""\""text\"""", ""id"": ""\""device-name\"""", ""value"": ""{deviceName}"", ""onChange"": ""{(e) => setDeviceName(e.target.value)}"", ""placeholder"": ""\""例如：家庭电脑\"""", ""required"": ""true"", ""aria-required"": ""\""true\""""}"
client/src/customer/DevicePairingPage.tsx,114,button,返回首次激活,"{""type"": ""\""button\"""", ""className"": ""\""btn-secondary\"""", ""onClick"": ""{onCancel}"", ""disabled"": ""{isBusy}""}"
client/src/customer/DevicePairingPage.tsx,123,button,,"{""type"": ""\""submit\"""", ""className"": ""\""btn-primary\"""", ""disabled"": ""{\n                  isBusy ||\n                  !activationCode.trim() ||\n                  !deviceName.trim() ||\n                  !deviceFingerprint\n                }""}"
client/src/customer/HeartbeatStatus.tsx,51,button,立即续约,"{""type"": ""\""button\"""", ""className"": ""\""btn-refresh\"""", ""onClick"": ""{onRefresh}"", ""disabled"": ""{isExpired}"", ""aria-label"": ""\""立即发送心跳\""""}"
client/src/customer/LeaseCountdown.tsx,52,button,立即续约,"{""type"": ""\""button\"""", ""className"": ""\""btn-renew\"""", ""onClick"": ""{onRefresh}"", ""disabled"": ""{status === \""expired\""}"", ""aria-label"": ""\""续约会话\""""}"
client/src/customer/LoginPage.tsx,50,button,,"{""type"": ""\""button\"""", ""onClick"": ""{onRetryLogin}"", ""disabled"": ""{isBusy}""}"
client/src/customer/PairingApprovalCard.tsx,28,button,删除无效请求,"{""className"": ""\""danger-button\"""", ""onClick"": ""{() => onDelete(pairing.id)}"", ""type"": ""\""button\""""}"
client/src/customer/PairingApprovalCard.tsx,35,button,暂不处理,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{onReject}"", ""type"": ""\""button\""""}"
client/src/customer/PairingApprovalCard.tsx,38,button,确认绑定,"{""onClick"": ""{() => onApprove(pairing.id)}"", ""type"": ""\""button\""""}"
client/src/customer/SessionConflictDialog.tsx,103,button,取消,"{""type"": ""\""button\"""", ""className"": ""\""btn-secondary\"""", ""ref"": ""{cancelRef}"", ""onClick"": ""{onCancel}"", ""disabled"": ""{isProcessing}""}"
client/src/customer/SessionConflictDialog.tsx,113,button,,"{""type"": ""\""button\"""", ""className"": ""\""btn-primary\"""", ""onClick"": ""{handleSwitch}"", ""disabled"": ""{isProcessing}""}"
client/src/customer/SessionDisplacedNotice.tsx,33,button,View My Session,"{""type"": ""\""button\"""", ""className"": ""\""btn-primary\"""", ""onClick"": ""{onRestart}"", ""aria-label"": ""\""View My Session\""""}"
client/src/studio/AnalyticsPage.tsx,212,select,,"{""aria-label"": ""\""时间筛选\"""", ""value"": ""{range}"", ""onChange"": ""{(event) => setRange(event.target.value as Range)}""}"
client/src/studio/AnalyticsPage.tsx,353,Button,查看视频,"{""variant"": ""\""outline\"""", ""onClick"": ""{() => viewWork(work)}""}"
client/src/studio/ContentPages.tsx,285,button,,"{""type"": ""\""button\"""", ""className"": ""\""viral-card-cover-trigger\"""", ""onClick"": ""{error ? onRetry : onPlay}"", ""aria-label"": ""{`${error ? \""重试播放\"" : \""播放\""} ${video.title}`}"", ""disabled"": ""{loading}""}"
client/src/studio/ContentPages.tsx,404,Button,查看详情,"{""variant"": ""\""quiet\"""", ""onClick"": ""{openDetail}""}"
